clause_id,clause_type,category,standard_text,plain_english_summary,risk_level,is_required,version,tags,metadata,active
LC-170-b,indemnification,liability,"Dior agrees to indemnify, defend and hold Influencer and its successors and permitted assigns harmless from and against all claims arising out of or related to Dior's breach of its representations or warranties in the agreement, Dior's gross negligence or willful misconduct, or any actual or alleged product liability claims related to Dior's products.","Obligates Dior to indemnify Influencer for claims caused by Dior's breach, misconduct or product related liability.",medium,TRUE,1,"['indemnity', 'company_breach', 'product_liability']",{},TRUE
LC-190-a,severability,general,"If any provision or clause of the agreement, or its application, is held invalid or unenforceable in any circumstance, such invalidity or unenforceability shall not affect the validity or enforceability of the remainder of the agreement or of the application of such provision or clause in any other circumstances.","Ensures that if one part of the agreement is invalid or unenforceable, the rest remains in effect.",low,TRUE,1,"['severability', 'validity']",{},TRUE
LC-191-a,notice,general,"All notices, requests, demands and other correspondence under the agreement must be in writing and delivered by hand, e mail or nationally recognized private courier. Notices by hand or courier are deemed delivered when actually delivered, and notices by e mail are deemed delivered on the business day sent if sent before 5pm Eastern Time or on the next business day if sent at or after 5pm Eastern Time, provided no bounce back or error message is received. Notices must be sent to the addresses specified in the agreement or to any other address designated by notice under this section.","Sets formal requirements, delivery methods and deemed receipt times for notices between the parties.",low,TRUE,1,"['notices', 'delivery', 'email']",{},TRUE
LC-192-a,assignment,relationship,"Influencer may not assign or transfer the agreement or any rights or obligations under it without Dior's prior written approval, and any attempted assignment or transfer not permitted is void from the outset.",Prohibits Influencer from assigning the agreement without Dior's written consent and makes unauthorized assignments void.,medium,TRUE,1,"['assignment', 'consent', 'transfer']",{},TRUE
LC-193-a,other,general,"The parties have jointly participated in negotiating and drafting the agreement and it shall be construed as if drafted jointly by them, with no presumption or burden of proof favoring or disfavoring any party based on authorship, and the words ""including"" and similar expressions mean ""including without limitation"", and unless the context requires otherwise, ""neither"", ""nor"", ""any"", ""either"" and ""or"" are not exclusive, references to sections, exhibits and schedules are to those of the agreement, and all words are to be construed by gender or number as circumstances require.","Sets interpretation rules, including no contra proferentem against the drafter and that ""including"" is non limiting and pronouns and references are read flexibly.",low,TRUE,1,"['construction', 'interpretation', 'including_without_limitation']",{},TRUE
LC-194-a,other,general,"The agreement may be executed by electronic transmission, including PDF or DocuSign, or by facsimile signature, and such signatures are binding, and the agreement may be executed in two or more counterparts, each of which constitutes an original and together form one agreement.",Recognizes electronic and facsimile signatures as valid and allows the agreement to be signed in multiple counterparts.,low,TRUE,1,"['electronic_signature', 'counterparts', 'execution']",{},TRUE
LC-008-a,indemnification,liability,Influencer agrees to indemnify and hold harmless the Brand from any claims arising from Influencer's breach of this Agreement or violation of any applicable laws.,,high,FALSE,1,"['indemnity', 'liability', 'claims']","{'embedding_model': 'embed-english-v3.0', 'cohere_embedding': [-0.009231567, -0.012962341, -0.028274536, -0.02053833, -0.013473511, -0.01108551, -0.022094727, 0.01247406, -0.044036865, 0.0060691833, -0.049041748, 0.025146484, -0.023223877, -0.010108948, 0.025634766, -0.064453125, 0.007259369, 0.020904541, 0.03149414, 0.0030212402, 0.020431519, -0.0046577454, -0.0009484291, -0.04336548, 0.035736084, 0.041412354, -0.062194824, 0.00843811, 0.015151978, 0.016723633, 0.034698486, -0.046813965, -0.00020980835, 0.027389526, -0.005458832, 0.03488159, 0.0018424988, 0.010612488, 0.03479004, -0.011779785, 0.0049476624, 0.020645142, 0.037078857, 0.015312195, -0.00705719, -0.022872925, 0.00033783913, -0.03778076, -0.018508911, 0.017623901, -0.018112183, 0.031341553, -0.014831543, 0.029266357, 0.019058228, -0.018310547, 0.00541687, -0.04031372, 0.024551392, -0.0043029785, -0.0014972687, -0.009124756, 0.036132812, -0.0054244995, 0.05230713, -0.013786316, -0.028945923, 0.037719727, -0.036010742, 0.059783936, 0.059509277, -0.066467285, 0.025405884, 0.006454468, -0.02609253, -0.06161499, 0.05340576, 0.00466156, -0.009178162, -0.0073013306, 0.03161621, -0.0060424805, -0.014030457, -0.023773193, 0.052093506, 0.030197144, 0.0044403076, -0.039093018, -0.002588272, 0.019622803, -0.0119018555, -0.03338623, 0.034484863, 0.05886841, -0.0112838745, -0.0032749176, 0.047424316, 0.04711914, -0.011520386, -0.036254883, -0.020004272, -0.012512207, -0.06561279, 0.006000519, -0.003868103, -0.0065994263, 0.038482666, 0.016174316, 0.008346558, 0.00068187714, -0.041381836, 0.018600464, 0.0040893555, -0.003370285, 0.014785767, 0.011833191, -0.051696777, 0.07281494, -0.019515991, 0.07336426, 0.018295288, 0.06713867, -0.034240723, 0.010276794, -0.033569336, -0.009155273, 0.021759033, -0.028900146, -0.0317688, -0.025924683, -0.011138916, 0.06939697, 0.017654419, -0.024215698, -0.038909912, 0.0028057098, -0.028396606, -0.019638062, -0.023635864, -0.036071777, 0.015808105, 0.009864807, 0.046203613, -0.0072364807, 0.03918457, -0.0076179504, 0.0036239624, 0.016403198, 0.010795593, -0.006587982, 0.068237305, -0.04989624, 0.009086609, 0.02684021, 0.041412354, -0.014823914, 0.03201294, -0.020202637, 0.021453857, -0.0068855286, -0.033843994, 0.01725769, 0.05935669, 0.005207062, -0.022720337, 0.0014667511, -0.0032138824, 0.0059814453, 0.005329132, 0.037841797, -0.009780884, -0.0045166016, -0.09875488, -0.01109314, -0.0020484924, -0.0033283234, -0.020553589, -0.00044727325, 0.018676758, -0.051513672, -0.025802612, -0.02949524, -0.020721436, 0.010368347, -0.03567505, -0.0076789856, -0.051727295, -0.07183838, 0.07989502, -0.03616333, 0.05529785, -0.027679443, -0.0053520203, -0.021331787, 0.004005432, -0.0045928955, 0.026107788, 0.007675171, 0.0113220215, -0.013137817, 0.05114746, 0.022201538, -0.009483337, -0.034454346, -0.0680542, 0.017074585, -0.026550293, 0.02166748, -0.0030078888, 0.039611816, -0.0065345764, -0.029327393, -0.0016822815, -0.0005040169, 0.019363403, 0.003314972, -0.009925842, 0.053009033, -0.010353088, -0.009269714, 0.026733398, -0.04067993, 0.04156494, 0.090026855, -0.005016327, -0.05734253, 0.015396118, -0.047607422, -0.019805908, 0.0037155151, -0.012191772, 0.0067863464, 0.0046920776, -0.00970459, -0.02960205, -0.034210205, -0.014549255, -0.082458496, 0.021957397, 0.0625, 0.015823364, -0.011787415, -0.0030384064, 0.000310421, 0.013008118, 0.0036849976, 0.025405884, -0.02355957, 0.010360718, 0.07501221, -0.024810791, 0.029190063, 0.010719299, 0.0023422241, -0.03616333, 0.06323242, 0.011352539, 0.07739258, -0.03778076, 0.0057907104, -0.025985718, 0.023132324, 0.033935547, -0.021362305, -0.05999756, 0.034729004, -0.0073394775, 0.011291504, -0.007457733, 0.004135132, 0.011802673, 0.01260376, -0.0020694733, 0.06762695, 0.04812622, 0.0031394958, -0.011222839, -0.04434204, 0.008636475, 0.04840088, 0.0036773682, 0.012321472, 0.0058288574, -0.011680603, 0.025344849, 0.01071167, 0.0012969971, -0.011352539, -0.037231445, -0.03869629, 0.005470276, -0.01361084, -0.03793335, 0.00466156, 0.058685303, -0.036132812, -0.06695557, -0.021133423, 0.032073975, -0.06021118, -0.047424316, 0.037261963, 0.0184021, -0.02394104, 0.012283325, 0.02230835, 0.040893555, 0.008872986, 0.004016876, -0.020370483, -0.04574585, -0.042755127, 0.014091492, -0.01928711, 0.023788452, 0.004257202, -0.018920898, 0.029464722, 0.03543091, 0.072753906, 0.049072266, 0.016281128, -0.01222229, 0.004421234, 0.009513855, -0.031555176, -0.013648987, -0.0121154785, -0.03982544, 0.04135132, -0.016799927, -0.01675415, -0.014564514, 0.00047659874, -0.021469116, 0.010467529, 0.014816284, 0.011688232, -4.428625e-05, -0.0087890625, 0.04248047, -0.018066406, -0.0031852722, 0.005302429, -0.05331421, -0.014343262, 0.004009247, -0.011894226, -0.040527344, -0.022323608, 0.054107666, -0.00844574, 0.006828308, -0.0015554428, 0.03012085, 0.018432617, 0.0049934387, 0.03668213, 0.05441284, -0.021484375, -0.0060272217, 0.022399902, -0.011428833, -0.016845703, 0.018798828, -0.03665161, -0.027572632, -0.0030994415, 0.023483276, 0.05178833, -0.030303955, 0.005924225, 0.007457733, 0.013572693, 0.026794434, 0.021484375, -0.04736328, -0.028930664, 0.035461426, -0.028915405, 0.014328003, -0.04748535, 0.07696533, -0.03717041, 0.06628418, -0.008224487, 0.011360168, 0.03704834, 0.023406982, 0.010261536, -0.048309326, -0.040893555, 0.0015916824, -0.022491455, -0.029907227, -0.006187439, 0.021575928, 0.006881714, -0.019577026, -0.0146865845, -0.0074768066, -0.023971558, -0.048553467, 0.0027809143, 0.0020046234, -0.033111572, 0.016479492, -0.03515625, 0.036102295, -0.019134521, 0.0034255981, 0.0005912781, -0.026290894, -0.01637268, -0.021881104, -0.022949219, 0.025161743, -0.011436462, 0.03652954, -0.013793945, -0.0234375, 0.0284729, 0.014404297, 0.027862549, -0.046539307, 0.003583908, -0.023239136, 0.036224365, -0.019134521, 0.016799927, -0.030685425, -0.007419586, -0.020385742, -0.021865845, -0.036468506, -0.04324341, -0.0017375946, -0.04260254, 0.042510986, -0.030288696, -0.04284668, -0.0032234192, 0.035217285, 0.018859863, 0.020385742, -0.007144928, -0.017852783, -0.004272461, -0.013504028, -0.021987915, 5.7041645e-05, -0.004169464, 0.024429321, 0.01525116, -0.0009570122, 0.078430176, 0.019165039, 0.06982422, -0.020767212, 0.036590576, 0.05517578, -0.021896362, -0.0075263977, 0.033996582, -0.040649414, -0.0065460205, 0.06530762, 0.0037326813, -0.000831604, -0.023742676, -0.021759033, 0.024871826, -0.043640137, -0.0036621094, 0.020935059, -0.030548096, -0.020904541, 0.013130188, 0.038085938, 0.0059432983, 0.023513794, -0.0042419434, 0.0043754578, 0.0022277832, -0.018203735, 0.025863647, -0.06854248, -0.00034475327, -0.010093689, -0.07476807, -0.038391113, -0.03930664, 0.004573822, -0.05871582, -0.022201538, -0.0184021, -0.0015649796, 0.027542114, 0.021865845, 0.0071029663, -0.03656006, 0.0050354004, -0.031158447, -0.012962341, 0.010772705, 0.0049438477, -0.0115737915, -0.009048462, 0.024002075, 0.038024902, -0.019348145, 0.00932312, 0.004096985, -0.018600464, -0.023620605, -0.0077667236, 0.026519775, -0.010108948, -0.00017011166, -0.0010299683, 0.054138184, 0.07165527, 0.0112838745, 0.008155823, -0.016235352, -0.039764404, 0.014099121, -0.037200928, -0.013893127, 0.031021118, -0.005874634, 0.008781433, -0.01171875, -0.015701294, 0.03567505, -0.017349243, -0.013420105, -0.03805542, 0.005115509, 0.039794922, -0.008956909, -0.031921387, -0.013900757, 0.031677246, 0.01725769, -0.012359619, -0.009544373, -0.01637268, -0.027709961, -0.025222778, -0.026519775, -0.017913818, -0.0025177002, 0.003643036, 0.014289856, -0.05444336, -0.04736328, -0.0101623535, 0.00819397, 0.056274414, -0.014137268, -0.00013446808, -0.038208008, 0.013366699, -0.045196533, 0.0034732819, 0.061462402, 0.048034668, 0.06100464, -0.05154419, -0.008163452, -0.03677368, 0.032989502, 0.013374329, 0.021469116, 0.0005187988, 0.046966553, 0.052337646, 0.0017786026, -0.032318115, -0.055755615, -0.039245605, 0.024353027, 0.07141113, -0.033813477, -0.011650085, 0.04510498, -0.0491333, -0.020889282, -0.031799316, 0.011062622, 0.003730774, -0.056365967, -0.02368164, 0.040283203, 0.028762817, 0.028533936, 0.029800415, 0.05947876, 0.025527954, 0.0040893555, -0.020324707, 0.011962891, -0.015640259, 0.027328491, -0.031311035, -0.061401367, 0.0597229, -0.01146698, 0.009597778, -0.01071167, -0.017807007, 0.0025901794, 0.002708435, -0.013748169, 0.017684937, 0.01725769, -0.019302368, -0.037750244, -0.012214661, -0.001376152, -0.0045166016, 0.02986145, -0.013946533, -0.010910034, -0.026901245, -0.011108398, -0.0077590942, -0.02017212, -0.011657715, -0.0036754608, -0.015777588, 0.024551392, 0.048583984, 0.11975098, -0.060760498, 0.014381409, 0.08203125, -0.024612427, -0.046051025, 0.0020580292, 0.007369995, 0.031021118, -0.051849365, 0.02229309, -0.034454346, -0.024642944, 0.030532837, -0.016860962, -0.013305664, -0.043151855, -0.0004892349, -0.03475952, 0.008232117, 0.03665161, -0.009712219, -0.037353516, 0.019012451, 0.016799927, 0.03503418, 0.007270813, 0.08258057, -0.024795532, 0.05734253, 0.01675415, 0.00969696, 0.0055122375, 0.034454346, -0.024627686, 0.02558899, -0.0053634644, -0.020706177, -0.002855301, -0.012817383, 0.033203125, 0.02482605, -0.021347046, 0.012229919, -0.0072669983, -0.021896362, -0.018875122, -0.087646484, 0.050842285, -0.05987549, 0.01499939, -0.010986328, 0.0052948, 0.036865234, -0.039520264, 0.034118652, -0.037078857, 0.0036888123, 0.0044822693, 0.009742737, -0.031341553, -0.03955078, -0.056518555, -0.0063934326, -0.0041923523, 0.022415161, -0.00843811, -0.010826111, 0.0052490234, -0.046417236, 0.020431519, 0.022232056, -0.011779785, -0.011810303, -0.0041389465, 0.009971619, 0.00015950203, 0.025466919, 0.042266846, 0.015220642, -0.046783447, -0.055725098, -0.0519104, -0.0008111, -0.023345947, 0.04446411, -0.023803711, -0.037139893, -0.042297363, 0.014091492, 0.02166748, -0.05142212, -0.04321289, -0.00096321106, -0.00030088425, 0.015426636, 0.014915466, 0.04727173, 0.035461426, -0.012046814, 0.009536743, -0.08123779, 0.05545044, -0.007827759, -0.001581192, 0.07904053, 0.006641388, 0.01637268, -0.00041913986, -0.0062408447, -0.026046753, 0.05911255, 0.0034122467, 0.029846191, -0.0058784485, -0.01197052, -0.022460938, 0.037261963, -0.06530762, -0.02128601, 0.020050049, -0.028427124, -0.02973938, -0.014122009, -0.047973633, 0.026535034, -0.02571106, 0.021255493, -0.015731812, -0.027359009, -0.011199951, -0.024093628, -0.09289551, -0.056488037, 0.028930664, 0.027877808, 0.00137043, 0.0064849854, 0.02508545, 0.08618164, -0.072753906, 0.031555176, 0.019699097, -0.044677734, -0.010803223, 0.012252808, 0.036712646, 0.028884888, -0.003616333, -0.010093689, -0.0026187897, 0.028457642, 0.06100464, -0.01675415, 0.015167236, -0.0079193115, 0.059051514, -0.0019550323, -0.01663208, 0.018234253, -0.0012712479, 0.031402588, 0.024749756, -0.025268555, -0.016296387, -0.021453857, 0.036315918, -0.03503418, 0.070251465, 0.048309326, 0.004737854, -0.026550293, 0.021057129, 0.06970215, 0.017028809, -0.018676758, 0.032409668, 0.020370483, -0.028564453, -0.004524231, -0.08166504, 0.0491333, 0.06359863, 0.013710022, 0.0035514832, -0.008071899, -0.026184082, 0.019348145, 0.024383545, 0.0010519028, -0.026184082, 0.03213501, 0.0054740906, -0.02748108, -0.00617218, -0.020690918, 0.036132812, -0.0042648315, -0.0008468628, 0.02281189, 0.010604858, -0.0019721985, -0.009101868, 0.010391235, 0.012786865, 0.01902771, -0.012214661, -0.030563354, 0.012527466, -0.0058135986, 0.02355957, 0.016220093, -0.037994385, -0.019592285, -0.011749268, 0.04244995, 0.013786316, -0.005470276, 0.047332764, -0.035339355, 0.02268982, -0.017028809, 0.012718201, -0.020446777, -0.01965332, 0.0056419373, 0.009765625, 0.0129776, 0.0050697327, -0.020706177, -0.0026950836, -0.03237915, -0.055908203, -0.012763977, -0.047576904, -0.053649902, 0.0041236877, 0.06341553, -0.006542206, 0.0030612946, -0.022476196, -0.013618469, 0.018737793, -0.00010687113, 0.0015954971, -0.019760132, -0.02909851, -0.024398804, -0.0061683655, -0.021774292, -0.0069770813, -0.03387451, 0.01146698, 0.008575439, 0.0043640137, -0.007671356, -0.00995636, -0.012069702, 0.010345459, -0.016326904, 0.0038604736, -0.0043640137, 0.01687622, 0.016983032, -0.028564453, -0.027770996, 0.0015077591, -0.015571594, 0.08520508, -0.041778564, 0.05569458, -0.016433716, -0.028060913, -0.059051514, -0.017288208, -0.01966858, 0.036010742, 0.009399414, 0.02998352, 0.056854248, -0.019683838, 0.020126343, 0.016220093, 0.0062179565, 0.059539795, -0.06896973, -0.015716553, -0.0140686035, 0.035491943, 0.006904602, -0.07299805, -0.014625549, -0.01914978, 0.018234253, -0.06738281, -0.0038394928, -0.025527954, -0.05532837, -0.037261963, 0.023422241, -0.00982666, -0.01109314, 0.031982422, 0.01525116, 0.016983032, -0.022399902, 0.007068634, 0.013824463, -0.037231445, -0.042266846, -0.029922485, 0.013313293, 0.03302002, -0.064697266, -0.052612305, -0.023254395, -0.0022029877, 0.00037050247, 0.0129852295, -0.01928711, 0.020492554, 0.048187256, -0.012298584, -0.059661865, -0.0043907166, -0.053588867, -0.00015962124, -0.0017557144, 0.052246094, 0.034729004, -0.04135132, -0.012840271, -0.0317688, -0.030181885, 0.06304932, 0.055633545, -0.039642334, 0.03656006, 0.008483887, 0.005558014, -0.0154418945, -0.03250122, -0.00021266937, -0.0030765533, -0.04043579, -0.030685425, -0.0053901672, -0.030380249, 0.021224976, -0.0064926147, -0.02053833, 0.027908325, -0.016220093, 0.029510498, -0.011741638, 0.012565613, 0.017318726, 0.042877197, 0.047607422, -0.04660034, -0.0050735474, 0.038848877, -0.0044822693, 0.04156494, -0.03616333, -0.07501221, 0.01574707, 0.02859497, -0.0065193176, 0.030685425, -0.008666992, 0.018051147, -0.019805908, -0.005302429, -0.011558533, 0.093811035, -0.008049011, 0.05331421, -0.028839111, 0.004901886, -0.004283905, -0.030960083, 0.015945435, -0.0024700165, -0.03488159, 0.014595032, -0.007041931, -0.06567383, -0.03866577, -0.0060653687], 'embedding_dimensions': 1024, 'embedding_generated_at': '2025-09-23T11:28:49.424Z'}",TRUE
LC-130-a,exclusivity,relationship,Influencer agrees not to post any paid or sponsored content within the skincare category during the one day before or one day after the date on which any Social Media Content is posted by Influencer as part of the services.,Prevents Influencer from posting other paid or sponsored skincare content immediately before or after Dior campaign posts.,medium,TRUE,1,"['exclusivity', 'skincare', 'sponsored_content_window']",{},TRUE
LC-131-a,non_disparagement,relationship,"At no time during or after the term of the agreement shall Influencer make any derogatory or disparaging statement regarding Dior, the products of Dior or its affiliates, LVMH Moët Hennessy Louis Vuitton SE, or any member of the Arnault family, or use Dior's name, the name of any officer, director, agent or employee of Dior or its affiliates, or any of Dior's trademarks or brand names, in a disparaging, derogatory or offensive manner.","Prohibits Influencer from making disparaging statements about Dior, its group, related parties or using their names and brands in a derogatory way at any time.",high,TRUE,1,"['non_disparagement', 'brand_reputation', 'conduct']",{},TRUE
LC-150-a,warranty,liability,"Each party represents and warrants that it has the full right, power and authority to enter into and perform the agreement, that the agreement does not and will not conflict with or infringe upon any existing or future commitment of the party or the rights of any third party, and that it will comply with all applicable federal, state, local and other laws, rules and regulations in performing its obligations.","Provides mutual assurances about authority, absence of conflicting obligations, and compliance with applicable laws.",medium,TRUE,1,"['representations', 'authority', 'compliance']",{},TRUE
LC-160-a,confidentiality,information_protection,"Influencer may receive or have access to Dior's and its affiliates' non public proprietary business information, including the terms of the agreement, business, marketing and promotional plans, business plans, product and process information and other confidential information, which remains Dior's property, and Influencer agrees not to use such Confidential Information except to perform obligations under the agreement and not to disclose it during or after the term to any person or entity except as required by law or privately to attorneys, accountants, agents and other representatives who need to know and who keep it confidential.","Requires Influencer to keep Dior's confidential information, including the agreement terms and business information, secret and to use it only for performing the contract, with limited exceptions for legal requirements and professional advisers.",high,TRUE,1,"['confidential_information', 'non_disclosure', 'use_limitation']",{},TRUE
LC-170-a,indemnification,liability,"Influencer agrees to indemnify, defend and hold Dior, its affiliates and their respective officers, directors, shareholders, members, employees, agents, successors and permitted assigns harmless from and against all third party claims, suits, judgments, losses, damages, penalties, fines and costs, including reasonable attorneys' fees and related expenses, arising out of or related to Influencer's breach of any representations, warranties or agreements in the agreement, Influencer's gross negligence or willful misconduct, or Influencer's performance of the services, including development, production or distribution of the Social Media Content by Influencer.","Requires Influencer to cover Dior for third party claims linked to Influencer's breach, misconduct or work on the Social Media Content, including legal fees.",high,TRUE,1,"['indemnity', 'influencer_breach', 'services', 'legal_fees']",{},TRUE
LC-201-a,deliverables,operational,Influencer shall disclose affiliation with Company in all Influencer Content in a clear and conspicuous manner in accordance with the FTC Endorsement Guides.,Influencer must include clear FTC disclosures on all posts.,medium,TRUE,1,"['ftc', 'disclosure', 'compliance']",{},TRUE
LC-202-a,deliverables,operational,"Influencer shall include official links, tags, and required hashtags including #FentyBeautyPartner and tag @fentybeauty in each Influencer Content execution.",Influencer must include required tags and hashtags.,low,TRUE,1,"['tags', 'hashtags']",{},TRUE
LC-203-a,deliverables,operational,Influencer shall submit analytics upon Company request in accordance with Company's schedule and guidelines.,Influencer must send analytics when requested.,medium,TRUE,1,"['analytics', 'reporting']",{},TRUE
LC-210-a,scope_of_work,operational,"Influencer shall perform services using reasonable efforts, act in good faith, remain on approved key messages, and remove content upon Company request.",Influencer must follow messaging rules and remove content if asked.,medium,TRUE,1,"['performance', 'messaging']",{},TRUE
LC-210-b,scope_of_work,operational,Influencer shall comply with all applicable laws and the FTC Endorsement Guides in connection with this Agreement.,Influencer must comply with FTC and legal requirements.,medium,TRUE,1,"['ftc', 'legal']",{},TRUE
LC-220-a,payment_terms,financial,"Company shall pay Influencer a Fee of [AMOUNT], with 50% payable upon publication of the first two pieces of Influencer Content and 50% upon completion of all deliverables, Net 60.","Payment split into two installments, Net 60.",medium,TRUE,1,"['fee', 'payment']",{},TRUE
LC-220-b,payment_terms,financial,"Company shall not be liable for any broker, agent, production company, or third-party fees owed by Influencer.",Influencer is responsible for its own third-party fees.,low,TRUE,1,"['expenses', 'brokers']",{},TRUE
LC-221-a,payment_terms,financial,Influencer shall refund any prepaid unearned amounts if Company terminates for convenience.,Influencer must return unused prepaid funds.,medium,TRUE,1,"['refund', 'termination']",{},TRUE
LC-180-a,dispute_resolution,dispute_resolution,"Any dispute, claim or controversy arising out of or relating to the agreement, including its breach, termination, enforcement, interpretation or validity and the scope or applicability of the agreement to arbitrate, shall be determined by final and binding arbitration in New York, New York before a single neutral arbitrator who is a retired U.S. federal judge, administered by JAMS under its Comprehensive Arbitration Rules as modified in the agreement, with the parties waiving all rights to trial by jury or court, applying New York substantive law without regard to conflicts principles, keeping all arbitration proceedings confidential, and allowing judgment on the award to be entered in any court with jurisdiction, with the arbitrator empowered to allocate arbitration costs and reasonable attorneys' fees to the losing party.","Requires confidential final and binding JAMS arbitration in New York under New York law for all disputes, with no jury or court trial and with costs and fees potentially awarded against the losing party.",medium,TRUE,1,"['arbitration', 'jams', 'new_york_law', 'binding']",{},TRUE
LC-196-a,entire_agreement,general,"The agreement, including the cover page, terms and conditions and all exhibits, represents the entire understanding and agreement of the parties regarding its subject matter and supersedes all prior negotiations, understandings, representations or agreements between them, and each party waives any right to rely on such prior matters, and the agreement may not be amended or modified except by a written agreement executed by both parties, and in the event of conflict between the cover page and the terms and conditions, the cover page controls.","States that the written agreement is the complete and exclusive statement of the parties' arrangement, requires written signed amendments and gives priority to the cover page if there is inconsistency.",medium,TRUE,1,"['entire_agreement', 'merger', 'amendment', 'precedence']",{},TRUE
LC-200-a,deliverables,operational,"Influencer shall create four TikTok videos syndicated to Reels during the Term, subject to Company approval, and reshoot up to two times at no extra fee if the brief is not followed.",Influencer must create four approved TikTok/Reels posts and reshoot if needed.,medium,TRUE,1,"['deliverables', 'content']",{},TRUE
LC-231-a,non_disparagement,relationship,Influencer Content shall not disparage Company or its competitors.,No negative statements about the Company or competitors.,medium,TRUE,1,['non_disparagement'],{},TRUE
LC-240-a,termination_for_convenience,contract_lifecycle,Company may terminate this Agreement for any reason with thirty (30) days prior written notice.,Company can terminate with 30 days notice.,medium,TRUE,1,"['termination', 'convenience']",{},TRUE
LC-241-a,termination_for_cause,contract_lifecycle,"Company may immediately terminate if Influencer dies, suffers disability, fails to perform, or an Event of Force Majeure occurs.",Company may terminate immediately for failure or force majeure.,high,TRUE,1,"['force_majeure', 'termination']",{},TRUE
LC-241-b,termination_for_cause,contract_lifecycle,"Company may immediately terminate if Influencer commits or is accused of criminal acts, public scandal, offensive behavior, or breaches the Agreement.",Immediate termination for misconduct or breach.,high,TRUE,1,"['misconduct', 'morals']",{},TRUE
LC-242-a,survival,contract_lifecycle,"Company shall retain perpetual internal archival use rights for Materials, and posts made during the Term may remain accessible after termination.",Posts may stay online; archival rights survive.,medium,TRUE,1,"['survival', 'archival']",{},TRUE
LC-250-a,warranty,liability,"Influencer represents they are over the age of majority or have guardian consent, have no criminal record, and have the right to enter into this Agreement.",Influencer warranties about eligibility and legal ability.,medium,TRUE,1,"['warranty', 'eligibility']",{},TRUE
LC-250-b,warranty,liability,Influencer warrants they have not and will not acquire followers fraudulently and will make truthful claims based on honest opinion.,No follower fraud; honest representations required.,medium,TRUE,1,"['followers', 'fraud']",{},TRUE
LC-250-c,warranty,liability,"Influencer warrants that Influencer Content will comply with all laws, industry standards, social platform policies, and the LVMH Supplier Code of Conduct.",Content must comply with legal and code-of-conduct rules.,high,TRUE,1,"['lvmh', 'compliance']",{},TRUE
LC-260-a,confidentiality,information_protection,"Influencer shall not disclose any Company confidential information, including unreleased advertising content, compensation terms, or the relationship itself prior to public disclosure.",Influencer must keep Company information confidential.,high,TRUE,1,['confidentiality'],{},TRUE
LC-261-a,confidentiality,information_protection,"All press inquiries regarding Influencer's services shall be directed to Company, and Influencer shall not comment publicly without approval.",Influencer cannot speak to media without permission.,medium,TRUE,1,"['press', 'confidentiality']",{},TRUE
LC-270-a,indemnification,liability,"Each party shall indemnify, defend, and hold the other harmless from third-party claims arising from breaches or gross negligence.",Mutual indemnification for breach or negligence.,high,TRUE,1,"['indemnity', 'breach']",{},TRUE
LC-271-a,limitation_of_liability,liability,"Neither party shall be liable for indirect, incidental, special, consequential, exemplary, or punitive damages.",No indirect or special damages allowed.,critical,TRUE,1,"['limitation', 'liability']",{},TRUE
LC-230-a,exclusivity,relationship,"Influencer shall not display non-company-owned brand logos or products in video content, including clothing.",No competitor brands may appear in content.,medium,TRUE,1,"['exclusivity', 'brand']",{},TRUE
LC-270-b,indemnification,liability,"Company shall indemnify Influencer for third-party claims arising from Company products or services, except where caused by Influencer's misconduct.",Company covers product liability claims.,high,TRUE,1,['product_liability'],{},TRUE
LC-280-a,compliance,compliance,"Influencer shall comply with the LVMH Supplier Code of Conduct, including diversity, equity, and inclusion expectations.",Influencer must follow DEI and supplier code.,medium,TRUE,1,"['dei', 'supplier_code']",{},TRUE
LC-281-a,compliance,compliance,Business partner shall prevent direct or indirect funding of hate groups or discriminatory organizations.,Prohibits supporting hate groups.,high,TRUE,1,"['compliance', 'ethics']",{},TRUE
LC-282-a,compliance,compliance,Business partner shall notify Company of any acts or suspicions of corruption or influence peddling and may be terminated immediately for breach.,Anti-corruption compliance required.,high,TRUE,1,['anti_corruption'],{},TRUE
LC-283-a,compliance,compliance,Business partner must avoid conflicts of interest and disclose any potential conflict immediately.,Must avoid and report conflicts of interest.,medium,TRUE,1,['conflict_of_interest'],{},TRUE
LC-290-a,assignment,general,Influencer may not assign or transfer this Agreement without Company consent.,Influencer cannot assign contract without permission.,medium,TRUE,1,['assignment'],{},TRUE
LC-291-a,independent_contractor,general,"Payments are subject to legal deductions. Parties are independent contractors, not employees or agents.",Clarifies contractor status and tax deductions.,low,TRUE,1,['independent_contractor'],{},TRUE
LC-292-a,governing_law,dispute_resolution,"This Agreement shall be governed by the laws of California, and any enforcement action shall be brought exclusively in California courts.",California governs; California courts have jurisdiction.,medium,TRUE,1,"['governing_law', 'jurisdiction']",{},TRUE
LC-293-a,notice,general,"All notices shall be deemed given upon personal delivery, email during business hours, certified mail, or overnight courier to the listed addresses.",Defines how notices must be delivered.,low,TRUE,1,['notice'],{},TRUE
LC-294-a,severability,general,"If any portion of this Agreement is held void or unenforceable, the remainder shall remain binding.",Invalid parts do not affect the rest.,low,TRUE,1,['severability'],{},TRUE
